#level  ϵ_exact  ϵₕ[au]  ΔxH[au]
1  -4.98841  -4.988408020193876  0.15625
2  -4.95364  -4.953635392151287  0.15625
3  -4.89569  -4.895692147321543  0.15625
1  -4.98841  -4.988408020196046  0.14705882352941177
2  -4.95364  -4.953635392289036  0.14705882352941177
3  -4.89569  -4.89569214888923  0.14705882352941177
1  -4.98841  -4.988408020197715  0.1388888888888889
2  -4.95364  -4.953635392391682  0.1388888888888889
3  -4.89569  -4.895692150056867  0.1388888888888889
1  -4.98841  -4.988408020198899  0.13157894736842105
2  -4.95364  -4.953635392469316  0.13157894736842105
3  -4.89569  -4.895692150940821  0.13157894736842105
1  -4.98841  -4.988408020199844  0.125
2  -4.95364  -4.9536353925289935  0.125
3  -4.89569  -4.895692151620016  0.125
1  -4.98841  -4.988408020200538  0.11904761904761904
2  -4.95364  -4.953635392575415  0.11904761904761904
3  -4.89569  -4.895692152148763  0.11904761904761904
1  -4.98841  -4.988408020201103  0.11363636363636365
2  -4.95364  -4.953635392612018  0.11363636363636365
3  -4.89569  -4.895692152565379  0.11363636363636365
1  -4.98841  -4.9884080202016206  0.10869565217391304
2  -4.95364  -4.953635392641229  0.10869565217391304
3  -4.89569  -4.895692152897265  0.10869565217391304
1  -4.98841  -4.988408020201968  0.10416666666666666
2  -4.95364  -4.953635392664657  0.10416666666666666
3  -4.89569  -4.895692153164183  0.10416666666666666
1  -4.98841  -4.988408020202298  0.1
2  -4.95364  -4.953635392683727  0.1
3  -4.89569  -4.8956921533809306  0.1
1  -4.98841  -4.988408020202477  0.09615384615384616
2  -4.95364  -4.953635392699238  0.09615384615384616
3  -4.89569  -4.895692153558242  0.09615384615384616
1  -4.98841  -4.988408020202713  0.09259259259259259
2  -4.95364  -4.953635392712135  0.09259259259259259
3  -4.89569  -4.8956921537046165  0.09259259259259259
1  -4.98841  -4.988408020202901  0.08928571428571427
2  -4.95364  -4.953635392722845  0.08928571428571427
3  -4.89569  -4.8956921538262135  0.08928571428571427
1  -4.98841  -4.988408020203026  0.08620689655172414
2  -4.95364  -4.9536353927317505  0.08620689655172414
3  -4.89569  -4.895692153927871  0.08620689655172414
1  -4.98841  -4.988408020203213  0.08333333333333333
2  -4.95364  -4.953635392739307  0.08333333333333333
3  -4.89569  -4.895692154013494  0.08333333333333333
1  -4.98841  -4.988408020203207  0.08064516129032258
2  -4.95364  -4.953635392745603  0.08064516129032258
3  -4.89569  -4.895692154085858  0.08064516129032258
1  -4.98841  -4.988408020203384  0.078125
2  -4.95364  -4.953635392751107  0.078125
3  -4.89569  -4.895692154147577  0.078125
1  -4.98841  -4.98840802020343  0.07575757575757576
2  -4.95364  -4.953635392755732  0.07575757575757576
3  -4.89569  -4.895692154200283  0.07575757575757576
1  -4.98841  -4.988408020203495  0.07352941176470588
2  -4.95364  -4.9536353927596855  0.07352941176470588
3  -4.89569  -4.895692154245545  0.07352941176470588
1  -4.98841  -4.988408020203508  0.07142857142857142
2  -4.95364  -4.953635392763069  0.07142857142857142
3  -4.89569  -4.895692154284607  0.07142857142857142
1  -4.98841  -4.988408020203371  0.06944444444444445
2  -4.95364  -4.953635392765894  0.06944444444444445
3  -4.89569  -4.895692154318349  0.06944444444444445
1  -4.98841  -4.988408020203419  0.06756756756756757
2  -4.95364  -4.953635392768472  0.06756756756756757
3  -4.89569  -4.89569215434781  0.06756756756756757
1  -4.98841  -4.988408020203557  0.06578947368421052
2  -4.95364  -4.953635392770839  0.06578947368421052
3  -4.89569  -4.895692154373692  0.06578947368421052
1  -4.98841  -4.988408020203566  0.0641025641025641
2  -4.95364  -4.9536353927728  0.0641025641025641
3  -4.89569  -4.895692154396247  0.0641025641025641
1  -4.98841  -4.988408020203578  0.0625
2  -4.95364  -4.953635392774489  0.0625
3  -4.89569  -4.895692154416031  0.0625
1  -4.98841  -4.988408020203648  0.06097560975609756
2  -4.95364  -4.9536353927761105  0.06097560975609756
3  -4.89569  -4.895692154433675  0.06097560975609756
1  -4.98841  -4.988408020203612  0.05952380952380952
2  -4.95364  -4.953635392777398  0.05952380952380952
3  -4.89569  -4.895692154449144  0.05952380952380952
1  -4.98841  -4.9884080202034955  0.05813953488372093
2  -4.95364  -4.953635392778474  0.05813953488372093
3  -4.89569  -4.895692154462784  0.05813953488372093
1  -4.98841  -4.988408020203574  0.05681818181818182
2  -4.95364  -4.953635392779666  0.05681818181818182
3  -4.89569  -4.895692154475179  0.05681818181818182
1  -4.98841  -4.988408020203618  0.05555555555555556
2  -4.95364  -4.953635392780622  0.05555555555555556
3  -4.89569  -4.895692154486098  0.05555555555555556
1  -4.98841  -4.988408020203587  0.05434782608695652
2  -4.95364  -4.953635392781458  0.05434782608695652
3  -4.89569  -4.895692154495873  0.05434782608695652
1  -4.98841  -4.988408020203674  0.05319148936170213
2  -4.95364  -4.9536353927822825  0.05319148936170213
3  -4.89569  -4.895692154504689  0.05319148936170213
1  -4.98841  -4.98840802020367  0.05208333333333333
2  -4.95364  -4.95363539278298  0.05208333333333333
3  -4.89569  -4.895692154512616  0.05208333333333333
1  -4.98841  -4.988408020203622  0.0510204081632653
2  -4.95364  -4.953635392783555  0.0510204081632653
3  -4.89569  -4.895692154519671  0.0510204081632653
1  -4.98841  -4.988408020203701  0.05
2  -4.95364  -4.953635392784156  0.05
3  -4.89569  -4.89569215452611  0.05
